Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
countList = list.size(),Chrome 79.0.3945.88,,,2020-04-05 20:45:25,2020-04-05 20:45:25,0.007s,PASSED
if (countList == 0),Chrome 79.0.3945.88,,,2020-04-05 20:45:25,2020-04-05 20:45:25,0.016s,PASSED
else,Chrome 79.0.3945.88,,,2020-04-05 20:45:25,2020-04-05 20:45:33,7.626s,PASSED
Start tear down : tearDown,Chrome 79.0.3945.88,,,2020-04-05 20:45:33,2020-04-05 20:45:33,0.510s,PASSED
,,,,,,,
Test Cases/Category/Search with Criteria,Chrome 79.0.3945.88,,,2020-04-05 20:45:34,2020-04-05 20:45:58,24.074s,PASSED
rand = new java.util.Random(),Chrome 79.0.3945.88,,,2020-04-05 20:45:35,2020-04-05 20:45:35,0.006s,PASSED
index = rand.nextInt(Integer.valueOf(toString().trim())),Chrome 79.0.3945.88,,,2020-04-05 20:45:35,2020-04-05 20:45:35,0.003s,PASSED
chkFilter = new com.kms.katalon.core.testobject.TestObject(),Chrome 79.0.3945.88,,,2020-04-05 20:45:35,2020-04-05 20:45:35,0.005s,PASSED
filterName = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 79.0.3945.88,,,2020-04-05 20:45:35,2020-04-05 20:45:35,0.006s,PASSED
filterValue = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 79.0.3945.88,,,2020-04-05 20:45:35,2020-04-05 20:45:35,0.002s,PASSED
apiID = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 79.0.3945.88,,,2020-04-05 20:45:35,2020-04-05 20:45:35,0.007s,PASSED
openBrowser(url),Chrome 79.0.3945.88,Open the VOX SUT,,2020-04-05 20:45:35,2020-04-05 20:45:41,5.706s,PASSED
switch (category),Chrome 79.0.3945.88,"Go to Accessories, Groceries, Apparel page",,2020-04-05 20:45:41,2020-04-05 20:45:44,3.770s,PASSED
"chkFilter = utilities.WebUtils.parameterizedFilterLabel(preXpath, index)",Chrome 79.0.3945.88,,,2020-04-05 20:45:44,2020-04-05 20:45:44,0.065s,PASSED
filterValue = trim().toLowerCase(),Chrome 79.0.3945.88,,,2020-04-05 20:45:44,2020-04-05 20:45:46,1.780s,PASSED
"filterValue = filterValue.replace(""."", """")",Chrome 79.0.3945.88,,,2020-04-05 20:45:46,2020-04-05 20:45:46,0.017s,PASSED
"filterValue = filterValue.replace(""%"", """")",Chrome 79.0.3945.88,,,2020-04-05 20:45:46,2020-04-05 20:45:46,0.020s,PASSED
"filterValue = filterValue.replace("", "", ""-"")",Chrome 79.0.3945.88,,,2020-04-05 20:45:46,2020-04-05 20:45:46,0.006s,PASSED
"filterValue = filterValue.replace("" "", ""-"")",Chrome 79.0.3945.88,,,2020-04-05 20:45:46,2020-04-05 20:45:46,0.010s,PASSED
"chkFilter = utilities.WebUtils.parameterizedFilterInput(preXpath, index)",Chrome 79.0.3945.88,,,2020-04-05 20:45:46,2020-04-05 20:45:46,0.015s,PASSED
"filterName = getAttribute(chkFilter, ""name"").toLowerCase()",Chrome 79.0.3945.88,,,2020-04-05 20:45:46,2020-04-05 20:45:46,0.203s,PASSED
utilities.WebUtils.filterOneCriteria(chkFilter),Chrome 79.0.3945.88,Search with filter,,2020-04-05 20:45:46,2020-04-05 20:45:51,4.708s,PASSED
driver = getWebDriver(),Chrome 79.0.3945.88,,,2020-04-05 20:45:51,2020-04-05 20:45:51,0.004s,PASSED
"list = driver.findElements(By.cssSelector("".product-list__header .row .product-list .product-list-item-name""))",Chrome 79.0.3945.88,,,2020-04-05 20:45:51,2020-04-05 20:45:51,0.215s,PASSED
countList = list.size(),Chrome 79.0.3945.88,,,2020-04-05 20:45:51,2020-04-05 20:45:51,0.004s,PASSED
if (countList == 0),Chrome 79.0.3945.88,,,2020-04-05 20:45:51,2020-04-05 20:45:51,0.003s,PASSED
else,Chrome 79.0.3945.88,,,2020-04-05 20:45:51,2020-04-05 20:45:58,6.653s,PASSED
Start tear down : tearDown,Chrome 79.0.3945.88,,,2020-04-05 20:45:58,2020-04-05 20:45:58,0.356s,PASSED
,,,,,,,
Test Cases/Category/Search with Criteria,Chrome 79.0.3945.88,,,2020-04-05 20:45:59,2020-04-05 20:46:21,21.947s,PASSED
rand = new java.util.Random(),Chrome 79.0.3945.88,,,2020-04-05 20:46:00,2020-04-05 20:46:00,0.006s,PASSED
index = rand.nextInt(Integer.valueOf(toString().trim())),Chrome 79.0.3945.88,,,2020-04-05 20:46:00,2020-04-05 20:46:00,0.012s,PASSED
chkFilter = new com.kms.katalon.core.testobject.TestObject(),Chrome 79.0.3945.88,,,2020-04-05 20:46:00,2020-04-05 20:46:00,0.012s,PASSED
filterName = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 79.0.3945.88,,,2020-04-05 20:46:00,2020-04-05 20:46:00,0.008s,PASSED
filterValue = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 79.0.3945.88,,,2020-04-05 20:46:00,2020-04-05 20:46:00,0.022s,PASSED
apiID = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 79.0.3945.88,,,2020-04-05 20:46:00,2020-04-05 20:46:00,0.015s,PASSED
openBrowser(url),Chrome 79.0.3945.88,Open the VOX SUT,,2020-04-05 20:46:00,2020-04-05 20:46:07,7.358s,PASSED
switch (category),Chrome 79.0.3945.88,"Go to Accessories, Groceries, Apparel page",,2020-04-05 20:46:07,2020-04-05 20:46:12,4.142s,PASSED
"chkFilter = utilities.WebUtils.parameterizedFilterLabel(preXpath, index)",Chrome 79.0.3945.88,,,2020-04-05 20:46:12,2020-04-05 20:46:12,0.054s,PASSED
filterValue = trim().toLowerCase(),Chrome 79.0.3945.88,,,2020-04-05 20:46:12,2020-04-05 20:46:12,0.729s,PASSED
"filterValue = filterValue.replace(""."", """")",Chrome 79.0.3945.88,,,2020-04-05 20:46:12,2020-04-05 20:46:12,0.006s,PASSED
"filterValue = filterValue.replace(""%"", """")",Chrome 79.0.3945.88,,,2020-04-05 20:46:12,2020-04-05 20:46:12,0.002s,PASSED
"filterValue = filterValue.replace("", "", ""-"")",Chrome 79.0.3945.88,,,2020-04-05 20:46:12,2020-04-05 20:46:12,0.001s,PASSED
"filterValue = filterValue.replace("" "", ""-"")",Chrome 79.0.3945.88,,,2020-04-05 20:46:12,2020-04-05 20:46:12,0.002s,PASSED
"chkFilter = utilities.WebUtils.parameterizedFilterInput(preXpath, index)",Chrome 79.0.3945.88,,,2020-04-05 20:46:12,2020-04-05 20:46:12,0.006s,PASSED
"filterName = getAttribute(chkFilter, ""name"").toLowerCase()",Chrome 79.0.3945.88,,,2020-04-05 20:46:12,2020-04-05 20:46:13,0.150s,PASSED
utilities.WebUtils.filterOneCriteria(chkFilter),Chrome 79.0.3945.88,Search with filter,,2020-04-05 20:46:13,2020-04-05 20:46:16,3.674s,PASSED
driver = getWebDriver(),Chrome 79.0.3945.88,,,2020-04-05 20:46:16,2020-04-05 20:46:16,0.007s,PASSED
"list = driver.findElements(By.cssSelector("".product-list__header .row .product-list .product-list-item-name""))",Chrome 79.0.3945.88,,,2020-04-05 20:46:16,2020-04-05 20:46:17,0.876s,PASSED
countList = list.size(),Chrome 79.0.3945.88,,,2020-04-05 20:46:17,2020-04-05 20:46:17,0.001s,PASSED
if (countList == 0),Chrome 79.0.3945.88,,,2020-04-05 20:46:17,2020-04-05 20:46:17,0.015s,PASSED
else,Chrome 79.0.3945.88,,,2020-04-05 20:46:17,2020-04-05 20:46:21,3.705s,PASSED
Start tear down : tearDown,Chrome 79.0.3945.88,,,2020-04-05 20:46:21,2020-04-05 20:46:21,0.292s,PASSED
,,,,,,,
Test Cases/Category/Search with Criteria,Chrome 79.0.3945.88,,,2020-04-05 20:46:22,2020-04-05 20:46:49,26.751s,PASSED
rand = new java.util.Random(),Chrome 79.0.3945.88,,,2020-04-05 20:46:23,2020-04-05 20:46:23,0.036s,PASSED
index = rand.nextInt(Integer.valueOf(toString().trim())),Chrome 79.0.3945.88,,,2020-04-05 20:46:23,2020-04-05 20:46:23,0.138s,PASSED
chkFilter = new com.kms.katalon.core.testobject.TestObject(),Chrome 79.0.3945.88,,,2020-04-05 20:46:23,2020-04-05 20:46:23,0.023s,PASSED
filterName = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 79.0.3945.88,,,2020-04-05 20:46:23,2020-04-05 20:46:23,0.012s,PASSED
filterValue = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 79.0.3945.88,,,2020-04-05 20:46:23,2020-04-05 20:46:23,0.031s,PASSED
apiID = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 79.0.3945.88,,,2020-04-05 20:46:23,2020-04-05 20:46:23,0.004s,PASSED
openBrowser(url),Chrome 79.0.3945.88,Open the VOX SUT,,2020-04-05 20:46:23,2020-04-05 20:46:30,7.204s,PASSED
switch (category),Chrome 79.0.3945.88,"Go to Accessories, Groceries, Apparel page",,2020-04-05 20:46:30,2020-04-05 20:46:34,3.723s,PASSED
"chkFilter = utilities.WebUtils.parameterizedFilterLabel(preXpath, index)",Chrome 79.0.3945.88,,,2020-04-05 20:46:34,2020-04-05 20:46:34,0.029s,PASSED
filterValue = trim().toLowerCase(),Chrome 79.0.3945.88,,,2020-04-05 20:46:34,2020-04-05 20:46:34,0.249s,PASSED
"filterValue = filterValue.replace(""."", """")",Chrome 79.0.3945.88,,,2020-04-05 20:46:34,2020-04-05 20:46:34,0.002s,PASSED
"filterValue = filterValue.replace(""%"", """")",Chrome 79.0.3945.88,,,2020-04-05 20:46:34,2020-04-05 20:46:34,0.004s,PASSED
"filterValue = filterValue.replace("", "", ""-"")",Chrome 79.0.3945.88,,,2020-04-05 20:46:34,2020-04-05 20:46:34,0.007s,PASSED
"filterValue = filterValue.replace("" "", ""-"")",Chrome 79.0.3945.88,,,2020-04-05 20:46:34,2020-04-05 20:46:34,0.004s,PASSED
"chkFilter = utilities.WebUtils.parameterizedFilterInput(preXpath, index)",Chrome 79.0.3945.88,,,2020-04-05 20:46:35,2020-04-05 20:46:35,0.019s,PASSED
"filterName = getAttribute(chkFilter, ""name"").toLowerCase()",Chrome 79.0.3945.88,,,2020-04-05 20:46:35,2020-04-05 20:46:35,0.529s,PASSED
utilities.WebUtils.filterOneCriteria(chkFilter),Chrome 79.0.3945.88,Search with filter,,2020-04-05 20:46:35,2020-04-05 20:46:40,5.215s,PASSED
driver = getWebDriver(),Chrome 79.0.3945.88,,,2020-04-05 20:46:40,2020-04-05 20:46:40,0.007s,PASSED
"list = driver.findElements(By.cssSelector("".product-list__header .row .product-list .product-list-item-name""))",Chrome 79.0.3945.88,,,2020-04-05 20:46:40,2020-04-05 20:46:41,1.115s,PASSED
countList = list.size(),Chrome 79.0.3945.88,,,2020-04-05 20:46:41,2020-04-05 20:46:41,0.007s,PASSED
if (countList == 0),Chrome 79.0.3945.88,,,2020-04-05 20:46:41,2020-04-05 20:46:41,0.020s,PASSED
else,Chrome 79.0.3945.88,,,2020-04-05 20:46:41,2020-04-05 20:46:48,6.983s,PASSED
Start tear down : tearDown,Chrome 79.0.3945.88,,,2020-04-05 20:46:48,2020-04-05 20:46:49,0.342s,PASSED
,,,,,,,
Test Cases/Category/Add to Cart,Chrome 79.0.3945.88,,,2020-04-05 20:46:49,2020-04-05 20:47:18,28.763s,PASSED
openBrowser(url),Chrome 79.0.3945.88,Open the VOX SUT,,2020-04-05 20:46:51,2020-04-05 20:46:58,7.448s,PASSED
"callTestCase(findTestCase(""Common Test Cases/Add an Item to Cart""), [:], STOP_ON_FAILURE)",Chrome 79.0.3945.88,Search items and add an item to cart,,2020-04-05 20:46:58,2020-04-05 20:47:15,16.665s,PASSED
"verifyElementVisible(findTestObject(""AccountPage/objOneItemCart""))",Chrome 79.0.3945.88,Verify the cart is not empty,,2020-04-05 20:47:15,2020-04-05 20:47:17,2.333s,PASSED
Start tear down : tearDown,Chrome 79.0.3945.88,,,2020-04-05 20:47:17,2020-04-05 20:47:18,0.406s,PASSED
,,,,,,,
Test Cases/Web Service/Accessories - Search with Material,Chrome 79.0.3945.88,,,2020-04-05 20:47:18,2020-04-05 20:47:22,4.382s,PASSED
"response = sendRequest(findTestObject(""Web Service/Search with Criteria"", [""filter"":""""cushion-size:45cm-x-45cm""""]))",Chrome 79.0.3945.88,Send request to search,,2020-04-05 20:47:19,2020-04-05 20:47:22,3.484s,PASSED
responseText = response.getResponseText(),Chrome 79.0.3945.88,,,2020-04-05 20:47:22,2020-04-05 20:47:22,0.006s,PASSED
slurper = new groovy.json.JsonSlurper(),Chrome 79.0.3945.88,,,2020-04-05 20:47:22,2020-04-05 20:47:22,0.006s,PASSED
parsedJson = slurper.parseText(responseText),Chrome 79.0.3945.88,,,2020-04-05 20:47:22,2020-04-05 20:47:22,0.002s,PASSED
for (def product : node),Chrome 79.0.3945.88,Validate the response with expected result,,2020-04-05 20:47:22,2020-04-05 20:47:22,0.032s,PASSED
